0.000000000000000000e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
4.931422407150563153e-02,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
9.862844814301126306e-02,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.479426722145169015e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.972568962860225261e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.465711203575281507e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.958853444290338031e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
3.451995685005393999e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
3.945137925720450522e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
4.438280166435507046e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
4.931422407150563014e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
5.424564647865619538e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
5.917706888580676061e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
6.410849129295732585e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
6.903991370010787998e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
7.397133610725844521e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
7.890275851440901045e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
8.383418092155957568e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
8.876560332871014092e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
9.369702573586069505e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
9.862844814301126029e-01,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.035598705501618255e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.084912929573123908e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.134227153644629560e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.183541377716135212e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.232855601787640865e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.282169825859146517e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.331484049930651947e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.380798274002157600e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.430112498073663252e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.479426722145168904e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.528740946216674557e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.578055170288180209e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.627369394359685861e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.676683618431191514e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.725997842502697166e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.775312066574202818e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.824626290645708471e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.873940514717213901e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.923254738788719553e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
1.972568962860225206e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.021883186931730858e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.071197411003236510e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.120511635074742163e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.169825859146247815e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.219140083217753467e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.268454307289259120e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.317768531360764772e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.367082755432270424e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.416396979503776077e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.465711203575281729e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.515025427646787382e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.564339651718293034e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.613653875789798686e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.662968099861303894e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.712282323932809547e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.761596548004315199e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.810910772075820852e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
2.860224996147326504e+00,4.450000000000000000e+03,8.500000000000000000e+02,4.000000000000000000e+02,5.500000000000000000e+02
