Cylindrical chamber length [m],Diverging length [m],Converging length [m],Exit diameter [m],Throat diameter [m],Chamber diameter [m],Chamber Volume [m^3]
0.1563740264142062,0.07310371639289504,0.07738947573589045,0.0768144942452594,0.037638330702879294,0.127,0.00333788864151397
