,x [m],r [m],M [-],T [K],P [Pa]
62,0.19535146020531258,0.037256592429478416,0.0,3281.188239511196,2758000.0
63,0.1985022902086241,0.035437459878895766,0.0,3281.188239511196,2758000.0
64,0.20165312021193557,0.03361832732831313,0.0,3281.188239511196,2758000.0
65,0.20480395021524705,0.031799194777730494,0.0,3281.188239511196,2758000.0
66,0.20795478021855857,0.029980062227147844,0.0,3281.188239511196,2758000.0
67,0.21110561022187005,0.028160929676565208,0.0,3281.188239511196,2758000.0
68,0.21425644022518153,0.02634179712598257,0.0,3281.188239511196,2758000.0
69,0.21740727022849304,0.02452266457539992,0.0,3281.188239511196,2758000.0
70,0.22055810023180453,0.022703532024817286,0.0,3281.188239511196,2758000.0
71,0.22370893023511604,0.02088439947423465,0.0,3281.188239511196,2758000.0
72,0.22685976023842752,0.019065266923652013,0.0,3281.188239511196,2758000.0
73,0.230010590241739,0.019213902601292056,0.0,3281.188239511196,2758000.0
74,0.23316142024505052,0.020058164956167128,0.0,3281.188239511196,2758000.0
75,0.236312250248362,0.020902427311042186,0.0,3281.188239511196,2758000.0
76,0.23946308025167348,0.021746689665917245,0.0,3281.188239511196,2758000.0
77,0.242613910254985,0.022590952020792317,0.0,3281.188239511196,2758000.0
78,0.24576474025829648,0.023435214375667375,0.0,3281.188239511196,2758000.0
79,0.24891557026160796,0.024279476730542433,0.0,3281.188239511196,2758000.0
80,0.25206640026491944,0.02512373908541749,0.0,3281.188239511196,2758000.0
81,0.25521723026823095,0.025968001440292564,0.0,3281.188239511196,2758000.0
82,0.25836806027154247,0.026812263795167636,0.0,3281.188239511196,2758000.0
83,0.2615188902748539,0.027656526150042694,0.0,3281.188239511196,2758000.0
84,0.26466972027816543,0.028500788504917753,0.0,3281.188239511196,2758000.0
85,0.26782055028147694,0.029345050859792825,0.0,3281.188239511196,2758000.0
86,0.2709713802847884,0.030189313214667883,0.0,3281.188239511196,2758000.0
87,0.2741222102880999,0.03103357556954294,0.0,3281.188239511196,2758000.0
88,0.2772730402914114,0.031877837924418014,0.0,3281.188239511196,2758000.0
89,0.2804238702947229,0.03272210027929307,0.0,3281.188239511196,2758000.0
90,0.2835747002980344,0.033566362634168144,0.0,3281.188239511196,2758000.0
91,0.2867255303013459,0.0344106249890432,0.0,3281.188239511196,2758000.0
92,0.2898763603046574,0.035254887343918274,0.0,3281.188239511196,2758000.0
93,0.29302719030796887,0.03609914969879333,0.0,3281.188239511196,2758000.0
94,0.2961780203112804,0.03694341205366839,0.0,3281.188239511196,2758000.0
95,0.2993288503145919,0.03778767440854346,0.0,3281.188239511196,2758000.0
96,0.30247968031790334,0.03863193676341852,0.0,3281.188239511196,2758000.0
97,0.30563051032121485,0.039476199118293594,0.0,3281.188239511196,2758000.0
98,0.30878134032452637,0.04032046147316865,0.0,3281.188239511196,2758000.0
99,0.3119321703278378,0.04116472382804371,0.0,3281.188239511196,2758000.0
