Cylindrical chamber length [m],Diverging length [m],Converging length [m],Exit diameter [m],Throat diameter [m],Chamber diameter [m],Chamber Volume [m^3]
0.19037068057934614,0.07045138194024789,0.044333016436421305,0.07546342384598012,0.03770864205288811,0.08889999999999999,0.003350371164685926
