,x [m],r [m],M [-],T [K],P [Pa]
60,0.18494269715833525,0.05052362752522375,0.051897363381955414,2767.9663494305005,2753317.348158136
61,0.18802507544430752,0.04801868014785901,0.051897363381955414,2767.9663494305005,2753317.348158136
62,0.19110745373027976,0.04542550614160931,0.051897363381955414,2767.9663494305005,2753317.348158136
63,0.19418983201625203,0.04277803663541454,0.051897363381955414,2767.9663494305005,2753317.348158136
64,0.19727221030222428,0.04011020275821471,0.051897363381955414,2767.9663494305005,2753317.348158136
65,0.20035458858819652,0.03745593563894975,0.051897363381955414,2767.9663494305005,2753317.348158136
66,0.2034369668741688,0.03484916640655957,0.051897363381955414,2767.9663494305005,2753317.348158136
67,0.20651934516014103,0.03232382618998419,0.051897363381955414,2767.9663494305005,2753317.348158136
68,0.2096017234461133,0.029913846118163494,0.051897363381955414,2767.9663494305005,2753317.348158136
69,0.21268410173208555,0.02765315732003749,0.051897363381955414,2767.9663494305005,2753317.348158136
70,0.21576648001805782,0.02557569092454608,0.051897363381955414,2767.9663494305005,2753317.348158136
71,0.21884885830403006,0.023715378060629264,0.051897363381955414,2767.9663494305005,2753317.348158136
72,0.2219312365900023,0.02210614985722696,0.051897363381955414,2767.9663494305005,2753317.348158136
73,0.22501361487597457,0.02078193744327912,0.051897363381955414,2767.9663494305005,2753317.348158136
74,0.22809599316194681,0.019776671947725706,0.051897363381955414,2767.9663494305005,2753317.348158136
75,0.23117837144791908,0.01912428449950666,0.051897363381955414,2767.9663494305005,2753317.348158136
76,0.23426074973389133,0.018858706227561937,0.051897363381955414,2767.9663494305005,2753317.348158136
77,0.23734312801986357,0.018944054877220808,0.051897363381955414,2767.9663494305005,2753317.348158136
78,0.24042550630583584,0.019259742364068008,0.051897363381955414,2767.9663494305005,2753317.348158136
79,0.24350788459180808,0.019775555791382713,0.051897363381955414,2767.9663494305005,2753317.348158136
80,0.24659026287778035,0.02046303720113823,0.051897363381955414,2767.9663494305005,2753317.348158136
81,0.2496726411637526,0.021293728635307825,0.051897363381955414,2767.9663494305005,2753317.348158136
82,0.25275501944972484,0.022239172135864793,0.051897363381955414,2767.9663494305005,2753317.348158136
83,0.25583739773569714,0.023270909744782443,0.051897363381955414,2767.9663494305005,2753317.348158136
84,0.2589197760216694,0.024360483504034025,0.051897363381955414,2767.9663494305005,2753317.348158136
85,0.2620021543076416,0.02547943545559284,0.051897363381955414,2767.9663494305005,2753317.348158136
86,0.26508453259361386,0.026599307641432184,0.051897363381955414,2767.9663494305005,2753317.348158136
87,0.2681669108795861,0.027691642103525337,0.051897363381955414,2767.9663494305005,2753317.348158136
88,0.2712492891655584,0.02872847700876699,0.051897363381955414,2767.9663494305005,2753317.348158136
89,0.27433166745153065,0.029698284612147338,0.051897363381955414,2767.9663494305005,2753317.348158136
90,0.2774140457375029,0.030609367917083505,0.051897363381955414,2767.9663494305005,2753317.348158136
91,0.28049642402347513,0.03147121290958439,0.051897363381955414,2767.9663494305005,2753317.348158136
92,0.2835788023094474,0.032293305575658904,0.051897363381955414,2767.9663494305005,2753317.348158136
93,0.2866611805954197,0.03308513190131597,0.051897363381955414,2767.9663494305005,2753317.348158136
94,0.2897435588813919,0.033856177872564445,0.051897363381955414,2767.9663494305005,2753317.348158136
95,0.29282593716736416,0.034615929475413254,0.051897363381955414,2767.9663494305005,2753317.348158136
96,0.2959083154533364,0.03537387269587131,0.051897363381955414,2767.9663494305005,2753317.348158136
97,0.29899069373930864,0.03613949351994752,0.051897363381955414,2767.9663494305005,2753317.348158136
98,0.30207307202528094,0.036922277933650785,0.051897363381955414,2767.9663494305005,2753317.348158136
99,0.3051554503112532,0.037731711922990005,0.051897363381955414,2767.9663494305005,2753317.348158136
